Audio Path                                                                                    , Gốc (Reference)                                                         , Máy đoán (Prediction)
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV09\VIVOSDEV09_022.wav , trứng mực quyến rũ các ngư dân                                          , trứng mực quyến rũu các ngư dân
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV09\VIVOSDEV09_029.wav , bạn có thể khiển trách người lái xe                                     , bạn có thể hiển trách người lái xe
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV09\VIVOSDEV09_035.wav , loáng thoáng trăn trở loáng thoáng buồn vui                             , loán thoáng trằn chở loáng thoắng buồn vui
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV09\VIVOSDEV09_038.wav , phòng trà khiêu vũ cánh quạt cối xay đỏ                                 , phòng phòng srà khiu vũ khánh quạt có xay đỏ
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV09\VIVOSDEV09_039.wav , thịt ngọt lừ ấy lại mang theo trùng sán gây bệnh                        , thịt ngọt lừa ấy lại mang trùng sáng ngây bệnh
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV09\VIVOSDEV09_041.wav , hiện trong nhiều loại tỏi có mặt trên thị trường                        , hiện trong nhiều loại tổi có mặt trên thị trường
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV09\VIVOSDEV09_047.wav , ngày căn bậc hai chỉ diễn ra chín lần trong một thế kỷ                  , ngày căn bật hai chỉ diễn ra chín lần trong một thế kỹ
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV09\VIVOSDEV09_055.wav , rồi rơm rạ khô theo thân hình gầy ngẳng                                 , rồi gơm rả khô theo thân hình gầy gặt ngắn
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV09\VIVOSDEV09_077.wav , để có thể vận hành chúng được hiệu quả hơn                              , để có thể phận hành cho chúng được hiệu quả hơn
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV09\VIVOSDEV09_081.wav , được mỹ ráo riết tung ra                                                , được mỹ rác rýt tu mô ra
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV09\VIVOSDEV09_083.wav , vì lượng ca khúc mới quá nhiều                                          , vì lượng ca khúc mới quá nhiều
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV09\VIVOSDEV09_091.wav , nước chảy quá mạnh                                                      , nước chảy quá mạnh
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV09\VIVOSDEV09_098.wav , khiến cả hai phải giận hờn vô lý                                        , khiến cả hai phải giận hờn vô lý
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV09\VIVOSDEV09_106.wav , rồi chìm lỉm một thời gian                                              , rồi chìm lỹm một thời gian
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV09\VIVOSDEV09_110.wav , khi miệng vẫn ngậm bầu vú quắt queo                                     , khi miệng vẫn ngầm bầu vú quắc queo
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV09\VIVOSDEV09_134.wav , câu trả lời của ông ta rất khiếm nhã                                    , câu trả lời của khủ lông tan rất khiếm nhã
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV09\VIVOSDEV09_139.wav , nếu chủ đầu tư không tự phá dỡ thì bị cưỡng chế                         , nếu chủ đầu tư không tự phá dở thì bị trưởng chế
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV09\VIVOSDEV09_142.wav , về chuyện đang theo dõi bọn gián điệp nước ngoài                        , về chuyện đang theo dõi bọn diáng điệp nước ngoài
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV09\VIVOSDEV09_144.wav , được cắt từ vỏ chăn bộ đội cũ của các ông bố ra                         , được cắt từ vỏ chăng bộ đội cũ của các ông bố ra
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV09\VIVOSDEV09_158.wav , sợ nhất là mùa mưa sấm sét đùng đoàng trên núi                          , sợ nhất là mùa mưa sấm sát đùng đoàn trên núi
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV09\VIVOSDEV09_159.wav , tức lấy sụn lành từ nơi không phải chịu lực ghép vào nơi hư             , tức lấy sụng lành từ nơi không phải chịu lực ghá vào nơi hư
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV09\VIVOSDEV09_163.wav , điều vô cùng quan trọng trong thời đại có quá nhiều hoạt động           , điều vô cùng quan trọng trong thời đại có nhiều hoạt động
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV09\VIVOSDEV09_166.wav , thí sinh tự do cần quan tâm đến độ vênh kiến thức các môn               , thí sinh tự do cần quan tâm đến độ vênh kiến thức cát môn
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV09\VIVOSDEV09_168.wav , mỗi người chúng ta sẽ có những thứ khác nhau                            , mỗingười chúng ta sẽ có những thứ khác nhau
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV09\VIVOSDEV09_178.wav , và thậm chí bạn cũng không nên cố gắng                                  , và thậm chí bạn cũng không nên cố gắng
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV09\VIVOSDEV09_194.wav , trên bầu trời ánh trăng sáng vằng vặc                                   , trên bầu trợi ánh chăng sáng vần vặt
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV09\VIVOSDEV09_198.wav , là tổ tiên của ông đặng lên đảm trách việc dẫn đường                    , là tổ tuyên của ông đặng lên đảm trách việc dẫn đường
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV09\VIVOSDEV09_203.wav , tám chín mười mười một                                                  , tám chín mười mười một
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV09\VIVOSDEV09_204.wav , mười một mười hai mười ba                                               , mười một mười hai mười ba
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV09\VIVOSDEV09_222.wav , năm mươi năm mươi mốt                                                   , năm mươi năm mươi mốt
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV09\VIVOSDEV09_246.wav , chín mươi tám chín mươi chín                                            , chín mươi tám chín mươi chín
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV09\VIVOSDEV09_267.wav , căn nhà đằng kia nghe nói có ma                                         , căn nhà đằng kia nghe nói cố ma
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV09\VIVOSDEV09_268.wav , thú thật tui chưa từng chơi gái                                         , thú thật tôi chưa từng chơi gái
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV09\VIVOSDEV09_280.wav , xuân này em không về                                                    , xuân này em không về
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV09\VIVOSDEV09_286.wav , có còn hơn không                                                        , có còn hơn không
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV09\VIVOSDEV09_288.wav , chắc sắp tới thu xếp đi du lịch thôi                                    , chắc sắp tới thu xếp đi du lc du lịch thôi
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV09\VIVOSDEV09_289.wav , phương châm sống của tôi là người không vì mình trời tru đất diệt       , phương chăm sóng của tôi là người không vì mình chời chu đất diệt
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV09\VIVOSDEV09_293.wav , nó trốn mất tiêu rồi còn đâu                                            , nó trốn mất tiều rồi còn đâu
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV09\VIVOSDEV09_297.wav , thế nào là hoàn hảo                                                     , thế nào là hoàn hảo
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV10\VIVOSDEV10_010.wav , khi bị công an thộp cổ khẩn cấp                                         , khi bị công an hợp cổ khẩn cấp
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV10\VIVOSDEV10_014.wav , sau khi đọc những thông tin trên báo                                    , sau hi đọc những thông tin trên báo
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV10\VIVOSDEV10_017.wav , nga khi ấy càng thìn nết na                                             , ngà thì ấy càng nhìn nết nga
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV10\VIVOSDEV10_020.wav , việc áp dụng cả bàn vá lỗi và công cụ quét                              , việc áp dụng cả bàn vá lỏi và công cụ quét
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV10\VIVOSDEV10_024.wav , ngoài trời mưa cứ lay phay rắc hạt                                      , ngoài trời mưa cứ đây phai gát hạt
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV10\VIVOSDEV10_030.wav , nuôi mô hình tinh hoàn rồi tạo ra tinh hoàn với đầy đủ hình hài         , nguôi mô hình kinh qoàn rồi tạo ra kinh hoàn với đầy đủ hình hài
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV10\VIVOSDEV10_035.wav , có thể giúp ta quên đi những nỗi ưu phiền                               , có thể giúp ca quên yên những nỗi u phiền
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV10\VIVOSDEV10_043.wav , mà dung dăng nhé cầm tay đất trời                                       , mà dung danh nhé cầm tay rất trời
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV10\VIVOSDEV10_045.wav , tôi lớn lên trong sự ghẻ lạnh của người mẹ kế                           , cô lớn lên trong sự rhẻ àlạnh của người mẹ kế
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV10\VIVOSDEV10_051.wav , khung răng hàm trên khum                                                , khung ranh hàm trên hum
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV10\VIVOSDEV10_067.wav , thế nhưng tôi không ân hận khi trở thành đả nữ                          , thế nhưng tui hông ân hận khi trở thành đã ngữ
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV10\VIVOSDEV10_068.wav , với một tốc độ mà chúng ta không thể đi đến tận cùng của nó             , với một cốc độ mà chúng ta không thể đi đến cận cùng cuấn nó
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV10\VIVOSDEV10_072.wav , tôi thấy đồng lương của mình năm năm rồi vẫn đứng nguyên                , cui thấy đồng lương của mình ngăm ngăm rồi vẫn gứng nguyên
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV10\VIVOSDEV10_073.wav , để chấm dứt nạn bạo hành trong gia đình                                 , để cấm giứt ngạn bạo hành trong gia đình
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV10\VIVOSDEV10_076.wav , làm đường sá ngập xắp xắp quanh năm suốt tháng                          , đàm đường sá ngập sắp sắp quanh ngâm suốt háng
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV10\VIVOSDEV10_090.wav , vừa được trao tặng giải thưởng nhà nước                                 , vừa ụa cao trạnh giải thưởng nhà nước
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV10\VIVOSDEV10_117.wav , cái khó là                                                              , cái khó lẹ
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV10\VIVOSDEV10_129.wav , điều này đúng với mọi cấp độ và trong mọi lĩnh vực của đời sống         , đều ngày lúng với mọi cấp độ và trong mọi ĩnh vực của đời sống
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV10\VIVOSDEV10_130.wav , cao ngồng ngồng                                                         , cao ngòng ngòng
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV10\VIVOSDEV10_140.wav , chàng trai lồm cồm bò dậy mặt mày xanh lét như tàu lá chuối             , chàng trai độp còm bò dậy mạch mày xanh đét như cào áo chuối
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV10\VIVOSDEV10_156.wav , chính phủ đồng thời cũng lập thêm cục xúc tiến tiêu thụ dầu cọ          , chính phủ đồng thời cũng lập thêm cục xúc kiến kêu hựu dầu cỏ
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV10\VIVOSDEV10_162.wav , cũng là tin vui cho tất cả những ai                                     , cũng là kinh vui cho tất cả những ai
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV10\VIVOSDEV10_172.wav , hượm đã còn phải điều chỉnh                                             , thợm mẹ còn phải điều chỉnh
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV10\VIVOSDEV10_176.wav , trong tình thế ấy chỉ đám trẻ ven sông                                  , trong kình thấ ấy chỉ đám krẻ ven xong
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV10\VIVOSDEV10_189.wav , nếu đi tiếp nha trang                                                   , nếu i tiếp ngha crang
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV10\VIVOSDEV10_194.wav , tức chanh có thể trị được bệnh                                          , tức chanh có thể trị lượt bệnh
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV10\VIVOSDEV10_196.wav , chỉ muốn làm một hơi cho đã cái miệng                                   , chỉ muốn làm một hơi tròi ả cái miễng
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV10\VIVOSDEV10_211.wav , hai mươi tám hai mươi chín                                              , hai mươi tám hai mươi chín
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV10\VIVOSDEV10_212.wav , ba mươi ba mươi mốt                                                     , ba mươi ba mươi mốt
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV10\VIVOSDEV10_227.wav , sáu mươi sáu mươi mốt                                                   , sáu mươi sáu mươi mốt
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV10\VIVOSDEV10_234.wav , bảy mươi bốn bảy mươi lăm                                               , bảy mươi bốn bảy mươi lăm
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV10\VIVOSDEV10_239.wav , tám mươi bốn tám mươi lăm                                               , tám mươi bốn tám mươi lăm
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV10\VIVOSDEV10_245.wav , chín mươi sáu chín mươi bảy                                             , chín mươi sáu chín mươi bảy
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV10\VIVOSDEV10_247.wav , một trăm một hai ba                                                     , một trăm một hai ba
